TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,Yield,ID,Source
232.35053020578098,373.65,8.0,0.4078719282145407,8.0,222.91303020578098,9.4375,8.0,18.863636363636367,230.59893775813705,5.44068000139823,3.9127048716102735,79.25079002107817,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
254.51996123500058,373.65,8.0,0.4078719282145407,8.0,245.08246123500058,9.4375,8.0,18.863636363636367,253.53275746944323,5.53549303546971,4.301836187571388,78.76540469194562,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
272.1582902502406,373.65,8.0,0.4078719282145407,8.0,262.7207902502406,9.4375,8.0,18.863636363636367,271.77924548760933,5.604990139300439,4.61143484944093,78.75763693329299,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
293.8754564329156,373.65,8.0,0.4078719282145407,8.0,284.4379564329156,9.4375,8.0,18.863636363636367,294.24520653178297,5.684413455546465,4.992627738174622,78.27245077745958,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
315.5658530452342,373.65,8.0,0.4078719282145407,8.0,306.1283530452342,9.4375,8.0,18.863636363636367,316.6834750068739,5.757902773486913,5.373350751153416,79.2934131070175,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
334.0932135812518,373.65,8.0,0.4078719282145407,8.0,324.6557135812518,9.4375,8.0,18.863636363636367,335.84964781930955,5.8166635830873705,5.698554234146022,80.15722770383637,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
353.54905553120386,373.65,8.0,0.4078719282145407,8.0,344.11155553120386,9.4375,8.0,18.863636363636367,355.9763155278211,5.874864199222618,6.040054986742596,79.67303741449645,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
376.1707514069674,373.65,8.0,0.4078719282145407,8.0,366.7332514069674,9.4375,8.0,18.863636363636367,379.377993906259,5.9385330534630425,6.437124729931124,79.18745291206523,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
389.72178970623884,373.65,8.0,0.4078719282145407,8.0,380.28428970623884,9.4375,8.0,18.863636363636367,393.39626387660184,5.974817408900716,6.67498078311918,80.13272938808623,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
449.4122959015942,373.65,8.0,0.4078719282145407,8.0,439.9747959015942,9.4375,8.0,18.863636363636367,455.14486291627105,6.120615748314543,7.722704795321823,80.58206435013902,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
482.8883480944294,373.65,8.0,0.4078719282145407,8.0,473.4508480944294,9.4375,8.0,18.863636363636367,489.775149305889,6.193946406819926,8.310296791968547,80.0916996885369,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
532.1922609915699,373.65,8.0,0.4078719282145407,8.0,522.7547609915699,9.4375,8.0,18.863636363636367,540.7790315415066,6.293010750939906,9.175709011272213,79.67363493439298,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
543.9426934531961,373.65,8.0,0.4078719282145407,8.0,534.5051934531961,9.4375,8.0,18.863636363636367,552.9346118651348,6.315239751972606,9.3819597373679,80.14408226611674,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
11.469196922647125,388.15,8.0,0.10196798205363516,8.0,0.2191969226471244,11.25,8.0,18.863636363636367,0.6060240480295843,-0.5008356104830448,0.01742109555267727,21.533325712619757,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
15.902562132657106,388.15,8.0,0.10196798205363516,8.0,4.652562132657104,11.25,8.0,18.863636363636367,12.863157490039713,2.554367216669275,0.3697712928582971,30.576389260179283,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
20.577688654410238,388.15,8.0,0.10196798205363516,8.0,9.32768865441024,11.25,8.0,18.863636363636367,25.788699808553073,3.249936404064548,0.7413359337881938,32.25560442852348,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
26.36975243641674,388.15,8.0,0.10196798205363516,8.0,15.119752436416741,11.25,8.0,18.863636363636367,41.80229113651131,3.7329511499068553,1.2016713042622478,35.02902080778436,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
32.14999677651582,388.15,8.0,0.10196798205363516,8.0,20.89999677651582,11.25,8.0,18.863636363636367,57.78320469717389,4.056698157279434,1.661067301936894,39.40646361650842,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
38.69635585116096,388.15,8.0,0.10196798205363516,8.0,27.44635585116096,11.25,8.0,18.863636363636367,75.88223171982217,4.3291825558075105,2.1813517365186907,41.596962209243976,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
44.652817325152796,388.15,8.0,0.10196798205363516,8.0,33.4028173251528,11.25,8.0,18.863636363636367,92.3503410838026,4.525589400020157,2.654752928657252,47.50561229304805,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
50.235891884341385,388.15,8.0,0.10196798205363516,8.0,38.985891884341385,11.25,8.0,18.863636363636367,107.78613007185041,4.680148986670601,3.0984784800872136,53.19534922437628,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
55.643823804355975,388.15,8.0,0.10196798205363516,8.0,44.393823804355975,11.25,8.0,18.863636363636367,122.73769396269795,4.810049508799266,3.5282842345804712,57.20805829612815,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
62.92674900877854,388.15,8.0,0.10196798205363516,8.0,51.67674900877854,11.25,8.0,18.863636363636367,142.87314002909258,4.961957103861157,4.1071086740708935,61.221678746533236,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
68.14019738467985,388.15,8.0,0.10196798205363516,8.0,56.89019738467986,11.25,8.0,18.863636363636367,157.28700611262005,5.0580722008837204,4.5214574761375195,66.18213047964764,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
76.38103463096459,388.15,8.0,0.10196798205363516,8.0,65.1310346309646,11.25,8.0,18.863636363636367,180.07083668302596,5.193350310602707,5.176413811143676,67.42561551394282,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
81.772311882837,388.15,8.0,0.10196798205363516,8.0,70.522311882837,11.25,8.0,18.863636363636367,194.97635462904802,5.272878292898789,5.604895903965048,73.69854364539273,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
88.71999473497559,388.15,8.0,0.10196798205363516,8.0,77.4699947349756,11.25,8.0,18.863636363636367,214.18494038669118,5.366839849224075,6.157076314963129,72.31662019369115,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
95.63114476667342,388.15,8.0,0.10196798205363516,8.0,84.3811447666734,11.25,8.0,18.863636363636367,233.2925221363305,5.452293125947596,6.706353210035796,75.89259661487552,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
102.35801895408659,388.15,8.0,0.10196798205363516,8.0,91.10801895408659,11.25,8.0,18.863636363636367,251.89062778676737,5.528994976579729,7.240984429190372,79.03102014470463,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
108.20004674052,388.15,8.0,0.10196798205363516,8.0,96.95004674052,11.25,8.0,18.863636363636367,268.0423569492029,5.591145016340458,7.705290784680108,75.02377934487123,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
117.17100314826901,388.15,8.0,0.10196798205363516,8.0,105.92100314826901,11.25,8.0,18.863636363636367,292.8447823266484,5.67964271549692,8.418274739431574,78.96530974381555,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
123.90808503551159,388.15,8.0,0.10196798205363516,8.0,112.65808503551159,11.25,8.0,18.863636363636367,311.47110968520496,5.741306588132466,8.95371723509475,80.71843772092639,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
134.601456477591,388.15,8.0,0.10196798205363516,8.0,123.351456477591,11.25,8.0,18.863636363636367,341.03557696947195,5.83198680313016,9.803593425978306,79.9216193645179,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
149.04911246736182,388.15,8.0,0.10196798205363516,8.0,137.7991124673618,11.25,8.0,18.863636363636367,380.97969142930435,5.942746070370869,10.951848576965068,78.54334142742836,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
169.85831444013422,388.15,8.0,0.10196798205363516,8.0,158.60831444013422,11.25,8.0,18.863636363636367,438.51187145952525,6.083386884329526,12.605699787851966,78.99091948396786,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
192.7461264465384,388.15,8.0,0.10196798205363516,8.0,181.4961264465384,11.25,8.0,18.863636363636367,501.7908824746151,6.218183464127186,14.42475251514404,77.25219128957609,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
212.07521194408318,388.15,8.0,0.10196798205363516,8.0,200.82521194408318,11.25,8.0,18.863636363636367,555.2309148275771,6.319384089968719,15.960968632286749,75.00135943000481,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
232.5448735856958,388.15,8.0,0.10196798205363516,8.0,221.2948735856958,11.25,8.0,18.863636363636367,611.8243517245741,6.416445234331949,17.5878342245724,70.63667592242429,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
253.3906083789096,388.15,8.0,0.10196798205363516,8.0,242.1406083789096,11.25,8.0,18.863636363636367,669.4575357628004,6.506467736327729,19.24458895138476,66.12635410607778,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
15.374278186607091,388.15,8.0,0.20393596410727036,8.0,4.124278186607094,11.25,8.0,18.863636363636367,11.40258600195514,2.433840171952397,0.32778491370689544,26.15071546238577,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
22.01260830142266,388.15,8.0,0.20393596410727036,8.0,10.762608301422661,11.25,8.0,18.863636363636367,29.755889687763077,3.393027085095549,0.8553789229831668,35.49675377111665,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
27.936772597994818,388.15,8.0,0.20393596410727036,8.0,16.68677259799482,11.25,8.0,18.863636363636367,46.134705525340685,3.831565498119516,1.3262132350436908,48.321974223973626,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
34.74758493514068,388.15,8.0,0.20393596410727036,8.0,23.497584935140683,11.25,8.0,18.863636363636367,64.96487892869489,4.173846799694002,1.867515599528906,58.554862883167736,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
41.39532744953772,388.15,8.0,0.20393596410727036,8.0,30.14532744953772,11.25,8.0,18.863636363636367,83.34420551859813,4.422979086907337,2.395857677302255,65.17213088278015,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
47.172893622628614,388.15,8.0,0.20393596410727036,8.0,35.922893622628614,11.25,8.0,18.863636363636367,99.31771462489156,4.598323950154643,2.855040822520799,69.60638263509772,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
52.95516599551026,388.15,8.0,0.20393596410727036,8.0,41.70516599551026,11.25,8.0,18.863636363636367,115.30423518323268,4.747574158458461,3.3145980019878825,72.6762492328563,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
59.61820365922715,388.15,8.0,0.20393596410727036,8.0,48.36820365922715,11.25,8.0,18.863636363636367,133.72584899229074,4.8957918011897625,3.8441556910689814,74.85926548015117,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
65.40777064178442,388.15,8.0,0.20393596410727036,8.0,54.15777064178442,11.25,8.0,18.863636363636367,149.73253730130568,5.008850617850606,4.304292623621299,75.8143350883424,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
74.534503895949,388.15,8.0,0.20393596410727036,8.0,63.284503895949,11.25,8.0,18.863636363636367,174.96564625730682,5.164589647551649,5.029657241812412,76.22365063471013,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
84.5358843812208,388.15,8.0,0.20393596410727036,8.0,73.2858843812208,11.25,8.0,18.863636363636367,202.6169335763627,5.311317169646452,5.824536125094434,77.51981653154162,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
95.2436654550816,388.15,8.0,0.20393596410727036,8.0,83.9936654550816,11.25,8.0,18.863636363636367,232.2212398477711,5.447690537293086,6.675557549082137,77.58803578926951,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
105.24481063036379,388.15,8.0,0.20393596410727036,8.0,93.99481063036379,11.25,8.0,18.863636363636367,259.87187659422443,5.560188727228507,7.470417730651724,78.9524209438289,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
114.37601477432942,388.15,8.0,0.20393596410727036,8.0,103.12601477432942,11.25,8.0,18.863636363636367,285.1173464296704,5.652900837384725,8.196137681378938,78.06557059336512,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
125.9636198990676,388.15,8.0,0.20393596410727036,8.0,114.7136198990676,11.25,8.0,18.863636363636367,317.15414366138697,5.7593879132992605,9.11708480813097,77.51981653154162,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
140.88156730571578,388.15,8.0,0.20393596410727036,8.0,129.63156730571578,11.25,8.0,18.863636363636367,358.39849493461855,5.881645481690782,10.302717270861356,78.40666688200496,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
153.34334904158217,388.15,8.0,0.20393596410727036,8.0,142.09334904158217,11.25,8.0,18.863636363636367,392.85216938418534,5.973433381775822,11.293141259279448,78.88420168610057,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
164.5777538720256,388.15,8.0,0.20393596410727036,8.0,153.3277538720256,11.25,8.0,18.863636363636367,423.91245713972495,6.0495269649042145,12.186017115678618,78.9524209438289,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
177.22896014946843,388.15,8.0,0.20393596410727036,8.0,165.9789601494684,11.25,8.0,18.863636363636367,458.88984253420807,6.128810186778412,13.191495982600351,75.40501954197467,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
189.69544808512558,388.15,8.0,0.20393596410727036,8.0,178.44544808512558,11.25,8.0,18.863636363636367,493.3565284358226,6.201232094084422,14.182294005266986,74.51816919151132,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
201.11315939741817,388.15,8.0,0.20393596410727036,8.0,189.86315939741817,11.25,8.0,18.863636363636367,524.9236122486186,6.26325275152658,15.089738495646754,72.33515294421647,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
212.8760704643604,388.15,8.0,0.20393596410727036,8.0,201.6260704643604,11.25,8.0,18.863636363636367,557.4450860691081,6.323363998158329,16.0246183981568,71.85761814012044,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
225.1717233476136,388.15,8.0,0.20393596410727036,8.0,213.9217233476136,11.25,8.0,18.863636363636367,591.4394562613919,6.3825593219013905,17.001838977601444,69.60638263509772,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
237.8184587352558,388.15,8.0,0.20393596410727036,8.0,226.5684587352558,11.25,8.0,18.863636363636367,626.4044807764313,6.439996297870088,18.006962511987116,67.35514713007498,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
249.06204065529118,388.15,8.0,0.20393596410727036,8.0,237.81204065529118,11.25,8.0,18.863636363636367,657.490140863464,6.488429769055029,18.900567735170934,64.7628153364124,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
11.25,388.15,8.0,0.3059039461609055,8.0,0.0,11.25,8.0,18.863636363636367,0.0,0.0,0.0,19.567793217190175,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
16.280999681529263,388.15,8.0,0.3059039461609055,8.0,5.030999681529264,11.25,8.0,18.863636363636367,13.909441591678805,2.6325678607498753,0.39984834238985617,34.525491807080314,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
28.603303249332782,388.15,8.0,0.3059039461609055,8.0,17.35330324933278,11.25,8.0,18.863636363636367,47.97749418579054,3.8707320298240884,1.3791870360693552,60.64701291023792,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
34.297504288180626,388.15,8.0,0.3059039461609055,8.0,23.047504288180622,11.25,8.0,18.863636363636367,63.72051978205844,4.154506642291352,1.8317445774615717,70.84303117102226,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
41.1597107503431,388.15,8.0,0.3059039461609055,8.0,29.909710750343102,11.25,8.0,18.863636363636367,82.69278494158957,4.415132354470237,2.3771315885373876,75.31060743632864,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
46.49605124212902,388.15,8.0,0.3059039461609055,8.0,35.24605124212903,11.25,8.0,18.863636363636367,97.4464166415313,4.579302654025888,2.8012474770559668,79.03339809630626,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
53.950501544862426,388.15,8.0,0.3059039461609055,8.0,42.700501544862426,11.25,8.0,18.863636363636367,118.05608621965081,4.771159818489292,3.3937042024894075,78.44187264926414,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
60.81913329397458,388.15,8.0,0.3059039461609055,8.0,49.56913329397458,11.25,8.0,18.863636363636367,137.0461156724027,4.920317479934902,3.9396018755606192,81.19818598453588,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
67.70508538182037,388.15,8.0,0.3059039461609055,8.0,56.45508538182036,11.25,8.0,18.863636363636367,156.08403148079242,5.050394525560932,4.486876115749833,79.34152968232374,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
76.488173281608,388.15,8.0,0.3059039461609055,8.0,65.238173281608,11.25,8.0,18.863636363636367,180.3670479526881,5.1949939299278265,5.184928860751595,81.13155525400089,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
89.099614762143,388.15,8.0,0.3059039461609055,8.0,77.849614762143,11.25,8.0,18.863636363636367,215.2344937417237,5.371728102346976,6.187247344223608,81.1378107706657,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
100.7623486565562,388.15,8.0,0.3059039461609055,8.0,89.5123486565562,11.25,8.0,18.863636363636367,247.47900301871945,5.511325742121941,7.114165473941638,79.35792671842967,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
114.3219390026088,388.15,8.0,0.3059039461609055,8.0,103.0719390026088,11.25,8.0,18.863636363636367,284.9678405986455,5.652376333896986,8.19183990577674,81.29912727617183,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
129.9946106741706,388.15,8.0,0.3059039461609055,8.0,118.74461067417059,11.25,8.0,18.863636363636367,328.29881356640436,5.79392421063079,9.437455526008614,80.26526097648662,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
143.5628611895904,388.15,8.0,0.3059039461609055,8.0,132.3128611895904,11.25,8.0,18.863636363636367,365.8115943241504,5.902118431255859,10.515818241402748,79.89997671548703,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
160.00489113328982,388.15,8.0,0.3059039461609055,8.0,148.75489113328982,11.25,8.0,18.863636363636367,411.2696483149238,6.01924907799586,11.822580084908612,77.52724028843156,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
174.90066180455582,388.15,8.0,0.3059039461609055,8.0,163.65066180455582,11.25,8.0,18.863636363636367,452.4526865241485,6.114683197505558,13.006450009089308,79.84111799050501,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
188.0917759120644,388.15,8.0,0.3059039461609055,8.0,176.8417759120644,11.25,8.0,18.863636363636367,488.9227805059053,6.192204563929431,14.054839085623593,78.13639491880173,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
203.0059843632726,388.15,8.0,0.3059039461609055,8.0,191.7559843632726,11.25,8.0,18.863636363636367,530.1567945130669,6.2731728014984265,15.24017438770409,75.53969203903664,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
217.1547455865726,388.15,8.0,0.3059039461609055,8.0,205.9047455865726,11.25,8.0,18.863636363636367,569.274540545259,6.344362814326895,16.364674304246865,73.24022098140361,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
11.25,388.15,8.0,0.4078719282145407,8.0,0.0,11.25,8.0,18.863636363636367,0.0,0.0,0.0,25.032609733004133,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
16.52740189445195,388.15,8.0,0.4078719282145407,8.0,5.277401894451948,11.25,8.0,18.863636363636367,14.590681386086164,2.6803830637119064,0.41943163053039123,46.754392478089095,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
23.022665764546623,388.15,8.0,0.4078719282145407,8.0,11.772665764546618,11.25,8.0,18.863636363636367,32.54844309203827,3.4827295362368407,0.9356551757985622,63.00177717727753,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
29.923883626522258,388.15,8.0,0.4078719282145407,8.0,18.67388362652226,11.25,8.0,18.863636363636367,51.62856490461253,3.9440751027394634,1.4841426926459984,71.63657846724433,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
34.5923545331529,388.15,8.0,0.4078719282145407,8.0,23.3423545331529,11.25,8.0,18.863636363636367,64.53570613076587,4.167218654053676,1.8551783658075038,75.99605069280389,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
43.523342354533135,388.15,8.0,0.4078719282145407,8.0,32.273342354533135,11.25,8.0,18.863636363636367,89.22762847645019,4.4911907279106575,2.564985740551244,77.95819513712823,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
54.07814614343706,388.15,8.0,0.4078719282145407,8.0,42.82814614343706,11.25,8.0,18.863636363636367,118.4089912486226,4.774144659166493,3.403849001612029,78.3798368648857,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
65.0389039242219,388.15,8.0,0.4078719282145407,8.0,53.7889039242219,11.25,8.0,18.863636363636367,148.712714127417,5.002016351676649,4.274976234252074,79.39997142114548,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
81.4800405953988,388.15,8.0,0.4078719282145407,8.0,70.23004059539879,11.25,8.0,18.863636363636367,194.1682984456076,5.268725300748145,5.581667083212112,80.41698099067759,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
93.0497293640052,388.15,8.0,0.4078719282145407,8.0,81.7997293640052,11.25,8.0,18.863636363636367,226.15556148433555,5.421223087637107,6.501190273221065,80.32485175233167,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
110.0997970230036,388.15,8.0,0.4078719282145407,8.0,98.8497970230036,11.25,8.0,18.863636363636367,273.29468596245954,5.610550648773012,7.856277079550005,79.88746935068569,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
125.3230717185384,388.15,8.0,0.4078719282145407,8.0,114.0730717185384,11.25,8.0,18.863636363636367,315.3831899607859,5.753788375584116,9.066176013772314,79.79325678785438,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
140.749323410013,388.15,8.0,0.4078719282145407,8.0,129.499323410013,11.25,8.0,18.863636363636367,358.03287401242153,5.880624809035212,10.2922069337842,78.41594782262963,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
155.566644113667,388.15,8.0,0.4078719282145407,8.0,144.316644113667,11.25,8.0,18.863636363636367,398.9990179041262,5.988958955493667,11.469841896427257,77.381114254724,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
170.5869418132608,388.15,8.0,0.4078719282145407,8.0,159.3369418132608,11.25,8.0,18.863636363636367,440.5263418491401,6.087970243472833,12.663608844859892,77.80020969699959,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
185.20128552097373,388.15,8.0,0.4078719282145407,8.0,173.95128552097378,11.25,8.0,18.863636363636367,480.9313056875323,6.175724444288203,13.825111821713277,76.42336369277132,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
200.2215832205682,388.15,8.0,0.4078719282145407,8.0,188.9715832205682,11.25,8.0,18.863636363636367,522.4586296325479,6.258545802967493,15.01887877014596,75.47394642875977,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
216.45974289580502,388.15,8.0,0.4078719282145407,8.0,205.20974289580502,11.25,8.0,18.863636363636367,567.3530338974285,6.340981744710898,16.3094376333164,72.98425792867958,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
232.291948579161,388.15,8.0,0.4078719282145407,8.0,221.041948579161,11.25,8.0,18.863636363636367,611.1250780556874,6.415301648623387,17.567732524907584,71.09352521809862,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
12.5,398.15,8.0,0.10196798205363516,8.0,0.0,12.5,8.0,18.863636363636367,0.0,0.0,0.0,19.96442594892098,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
15.615921071992126,398.15,8.0,0.10196798205363516,8.0,3.1159210719921235,12.5,8.0,18.863636363636367,16.96988074826105,2.8314400520123133,0.6581683956793065,27.90294324932037,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
19.2089821453034,398.15,8.0,0.10196798205363516,8.0,6.708982145303401,12.5,8.0,18.863636363636367,36.5383539305193,3.598362501509296,1.4171219081593651,33.71507198711274,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
24.6580386724913,398.15,8.0,0.10196798205363516,8.0,12.1580386724913,12.5,8.0,18.863636363636367,66.21492060869667,4.192905824385483,2.5681128060681484,43.992616706379444,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
28.96630236794168,398.15,8.0,0.10196798205363516,8.0,16.46630236794168,12.5,8.0,18.863636363636367,89.67851915778091,4.496231266113978,3.4781368211453647,51.36409705675038,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
35.31220349990612,398.15,8.0,0.10196798205363516,8.0,22.812203499906122,12.5,8.0,18.863636363636367,124.2394669358457,4.822210888231144,4.8185660138829824,59.019095882135474,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
40.792311673287976,398.15,8.0,0.10196798205363516,8.0,28.29231167328798,12.5,8.0,18.863636363636367,154.08514660526188,5.03750534965489,5.976115875156525,65.68178004497057,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
47.16195818175362,398.15,8.0,0.10196798205363516,8.0,34.66195818175362,12.5,8.0,18.863636363636367,188.77541608250894,5.240558033805767,7.321560745761298,70.57247373896668,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
54.41018362076402,398.15,8.0,0.10196798205363516,8.0,41.91018362076402,12.5,8.0,18.863636363636367,228.25058842950273,5.430444097476148,8.852585697450918,74.96701010168796,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
61.9760288394701,398.15,8.0,0.10196798205363516,8.0,49.4760288394701,12.5,8.0,18.863636363636367,269.45557666726893,5.596403540648057,10.450700699243981,76.3137228580057,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
68.958996098249,398.15,8.0,0.10196798205363516,8.0,56.458996098248996,12.5,8.0,18.863636363636367,307.4861040498921,5.728429896143818,11.925695813562863,77.66043561432343,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
82.64871303103641,398.15,8.0,0.10196798205363516,8.0,70.14871303103641,12.5,8.0,18.863636363636367,382.04282691268475,5.945532714659328,14.817341276583532,78.5818706581199,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
92.695442714279,398.15,8.0,0.10196798205363516,8.0,80.19544271427901,12.5,8.0,18.863636363636367,436.75916943083456,6.079381943483728,16.939487442890588,79.50330570191595,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
103.6250133187208,398.15,8.0,0.10196798205363516,8.0,91.1250133187208,12.5,8.0,18.863636363636367,496.28362640576574,6.207147590724901,19.24811394015616,79.4324260831624,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
116.3062620819824,398.15,8.0,0.10196798205363516,8.0,103.8062620819824,12.5,8.0,18.863636363636367,565.3480456511471,6.3374415514921925,21.926743135468193,79.00714837064115,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
124.6043578854434,398.15,8.0,0.10196798205363516,8.0,112.1043578854434,12.5,8.0,18.863636363636367,610.5410056038679,6.414345458541444,23.679529639352698,79.92858341443764,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
135.53697276892402,398.15,8.0,0.10196798205363516,8.0,123.036972768924,12.5,8.0,18.863636363636367,670.0820422838235,6.507400156058365,25.9887991722423,79.50330570191595,24,Generation of xylose solutions from Eucalyptus globulus wood.xlsx
